
 Lista de Imóveis da Caixa;;Data de geração:;23/01/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 1555536450883 ;AP ;LARANJAL DO JARI ;CASTANHEIRA ; RUA PRINCESA ISABEL, N. 147, LT 09 QD 09 A SETOR 11 ;111.168,79;180.000,00;38.24;Casa, 114.00 de área total, 114.00 de área privativa, 300.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555536450883
 1444401798057 ;AP ;MACAPA ;JARDIM MARCO ZERO ;AVENIDA MARIA GEOVANETE PINHEIRO BORGES DA SILVA, N. 547, LT 48 QD 96 ST 11 ;453.948,14;840.500,00;46.00;Casa, 0.00 de área total, 301.20 de área privativa, 360.00 de área do terreno,  4 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444401798057
 10281398 ;AP ;MACAPA ;SANTA RITA ;AVENIDA DESIDÉRIO ANTÔNIO COELHO, N. 00, ST 07, QD 46, LT 08 ;769.804,41;504.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 450.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10281398
