
 Lista de Imóveis da Caixa;;Data de geração:;13/02/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8787714864076 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;RUA DOS NAMBUS, N. 62, Apto 501, BL 12 ;104.296,65;176.000,00;40.75;Apartamento, 47.34 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714864076
 8787707200540 ;AL ;MACEIO ;SANTA AMELIA ;AVENIDA DOUTOR JORGE MONTENEGRO BARROS, N. 1280, Apto 308, BL 4 PAV 3 VG 230 ;93.037,35;157.000,00;40.75;Apartamento, 54.81 de área total, 41.59 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707200540
 8787707327001 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;AVENIDA JOSE MOURA ROCHA, N. 300, CS 92 TIPO 01 QD C ;98.960,32;166.994,98;40.75;Casa, 60.13 de área total, 42.51 de área privativa, 85.18 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707327001
 8787702328727 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;AVENIDA CARLOS GOMES DE BARROS, N. 278, Apto 502, BL 07 PAV 05 VG 78 ;137.004,02;226.672,66;39.56;Apartamento, 50.45 de área total, 40.28 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702328727
 8787714201522 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;RUA DOS NAMBUS, N. 62, Apto 403, VG 160 BL 19 ;125.113,59;207.000,00;39.56;Apartamento, 47.34 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714201522
 8787715767090 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;RUA DOS NAMBUS, N. 62, Apto 401, BL 04 ;123.904,77;205.000,00;39.56;Apartamento, 45.94 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715767090
 8787715875900 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;RUA DOS NAMBUS, N. 62, Apto 402, BL 05 4° PAV VG 46 ;120.882,70;200.000,00;39.56;Apartamento, 59.11 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715875900
 8787716408850 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;RUA DOS NAMBUS, N. 62, Apto 104, BL 16 VG 141 ;111.816,50;185.000,00;39.56;Apartamento, 51.58 de área total, 41.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716408850
 8787716582795 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;RUA DOS NAMBUS, N. 62, Apto 403, VG 101 BL 11 ;125.113,59;207.000,00;39.56;Apartamento, 47.34 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716582795
 8787717095189 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;RUA DOS NAMBUS, N. 62, Apto 204, BL 05 ;116.047,39;192.000,00;39.56;Apartamento, 47.33 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717095189
