
 Lista de Imóveis da Caixa;;Data de geração:;30/01/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 1787700255589 ;DF ;BRASILIA ;SETOR MEIRELES (SANTA MARIA) ; RUA 300, N. SN, Apto 103, BLOCO 16, LOTE RESIDENCIAL 301, VG N. ;229.433,14;400.000,00;42.65;Apartamento, 0.00 de área total, 189.34 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700255589
 1444400617326 ;DF ;BRASILIA ;CEILANDIA NORTE ;QNN-03, N. S/N, CONJUNTO P, LT 10 ;384.000,00;640.000,00;40.00;Casa, 0.00 de área total, 340.00 de área privativa, 250.00 de área do terreno, 4 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444400617326
 8787707881424 ;DF ;BRASILIA ;RECANTO DAS EMAS ;QUADRA 118, N. S/N, LT 23, CONJ 2 ;176.037,54;287.500,00;38.77;Terreno, 110.00 de área total, 0.00 de área privativa, 127.50 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707881424
 10215739 ;DF ;BRASILIA ;ALTO DA BOA VISTA (SOBRADINHO) ;RODOVIA BR-020, N. 00, BL B, LT 12, ENTRE QUADRA 101/102 ;251.739,15;395.000,00;36.27;Terreno, 0.00 de área total, 0.00 de área privativa, 250.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10215739
 8444414440707 ;DF ;BRASILIA ;TAGUATINGA ;RUA 35 NORTE, N. SN, Apto 303, LT 5, VG 04, BAIRRO: AGUAS CLARAS ;656.786,39;656.786,39;0.00;Apartamento, 152.78 de área total, 86.95 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), DCE, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414440707
 1787700558476 ;DF ;BRASILIA ;SAMAMBAIA SUL ; QUADRA 302 CONJUNTO 6, N. SN, Apto 702, TORRE 02, LT 01 ;300.000,00;300.000,00;0.00;Apartamento, 100.12 de área total, 51.29 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700558476
 8787708233760 ;DF ;BRASILIA ;SAMAMBAIA SUL ;QD 302, N. SN, Apto 810, TR 1 LT 1 CJ 6 ;203.102,46;203.102,46;0.00;Apartamento, 48.49 de área total, 29.90 de área privativa, 0.00 de área do terreno,  1 qto(s), 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708233760
 8555532566338 ;DF ;BRASILIA ;RIACHO FUNDO II ; QUADRA QN 21, N. S/N, Apto 401, BL 9, LT 1 A 8, CJ2 ;200.000,00;200.000,00;0.00;Apartamento, 96.44 de área total, 50.10 de área privativa, 0.00 de área do terreno,  2 qto(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555532566338
 8787706080720 ;DF ;BRASILIA ;ITAPOA I ;AVENIDA ITAPOA, N. SN, Apto 301, BL F1 LT 12 CJ 01 QD 502 ;200.000,00;200.000,00;0.00;Apartamento, 63.37 de área total, 46.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706080720
 8787706378540 ;DF ;BRASILIA ;ITAPOA I ;QUADRA 502, N. SN, Apto 102, BL. B2, LT. 9, CONJ. 02 ;220.000,00;220.000,00;0.00;Apartamento, 79.09 de área total, 59.85 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706378540
 8555521024350 ;DF ;BRASILIA ;SETOR MEIRELES (SANTA MARIA) ; RUA 600, N. SN, Apto 202, LT 601, BL H, ;216.000,00;216.000,00;0.00;Apartamento, 72.09 de área total, 64.20 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555521024350
 1787701253474 ;DF ;BRASILIA ;ITAPOA PARQUE (ITAPOA) ;LT 7, CNJ 2, QD 501, N. S/N, Apto 103, BL E1 ;155.000,00;155.000,00;0.00;Apartamento, 63.60 de área total, 46.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701253474
 1787701321682 ;DF ;BRASILIA ;ITAPOA PARQUE (ITAPOA) ;QUADRA 501, N. SN, Apto 303,  BLB2 LT07 CONJ02 ;153.949,63;153.949,63;0.00;Apartamento, 63.60 de área total, 46.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701321682
 8787705963628 ;DF ;BRASILIA ;ITAPOA PARQUE (ITAPOA) ;QUADRA 502 CONJUNTO 2, N. S/N, Apto 102, LT 11 BL C1 ;234.000,00;234.000,00;0.00;Apartamento, 63.37 de área total, 46.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705963628
 8787706332745 ;DF ;BRASILIA ;ITAPOA PARQUE (ITAPOA) ;QUADRA 502, N. 09, Apto 203, BL. B2, CONJ 2 ;219.500,00;219.500,00;0.00;Apartamento, 79.09 de área total, 59.85 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706332745
 8787711401571 ;DF ;BRASILIA ;ITAPOA PARQUE (ITAPOA) ;QUADRA 501 CONJUNTO 01 LOTE, N. 04, Apto 303, BL A2 ;163.000,00;163.000,00;0.00;Apartamento, 79.19 de área total, 59.85 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711401571
 8444429125845 ;DF ;BRASILIA ;SAMAMBAIA NORTE ; QUADRA QR 833, N. SN, LT 18, CONJ 01 ;264.667,53;264.000,00;0.00;Casa, 114.00 de área total, 114.00 de área privativa, 117.23 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429125845
 8787722422982 ;DF ;BRASILIA ;SAMAMBAIA ;QUADRA QN, N. SN, Apto 808, TORRE 2 LOTE 1 CONJUNTO 2 ;310.915,00;303.161,36;0.00;Apartamento, 84.23 de área total, 44.44 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787722422982
 8787705413121 ;DF ;BRASILIA ;SETOR MEIRELES (SANTA MARIA) ;RUA 200, N. SN, Apto 404, BL 03, LT RES 202, RES PORTO PILAR ;158.829,90;151.000,00;0.00;Apartamento, 99.67 de área total, 44.96 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705413121
 8444428274707 ;DF ;BRASILIA ;SAMAMBAIA NORTE ;QUADRA QR, N. SN, LOTE 20 CONJUNTO 2 QUADRA QR 1031 ;364.315,00;334.000,00;0.00;Casa, 108.00 de área total, 108.00 de área privativa, 112.50 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428274707
 1444407172320 ;DF ;BRASILIA ;SAMAMBAIA ;QN 402 CONJUNTO D COMERCIO, N. SN, Apto 204, BL C, LT 1 E 2, CJ D ;274.595,28;250.000,00;0.00;Apartamento, 79.96 de área total, 52.37 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444407172320
